[row[1] for row in A],How do you extract a column from a multi-dimensional array?,,,
[row[0] for row in a],How do you extract a column from a multi-dimensional array?,,,
"sorted(['10', '3', '2'], key=int)",Python - how to sort a list of numerical values in ascending order,,,
"os.path.commonprefix(['/the/dir/', os.path.realpath(filename)]) == '/the/dir/'",How can I tell if a file is a descendant of a given directory?,,,
any(substring in string for substring in substring_list),Python: How to check a string for substrings from a list?,,,
"df = pandas.DataFrame(data, columns=['R_Number', 'C_Number', 'Avg', 'Std'])",Construct pandas DataFrame from list of tuples,,,
"re.sub('^((?:(?!cat).)*cat(?:(?!cat).)*)cat', '\\1Bull', s)",How to find and replace nth occurence of word in a sentence using python regular expression?,,,
"re.sub('^((.*?cat.*?){1})cat', '\\1Bull', s)",How to find and replace nth occurence of word in a sentence using python regular expression?,,,
"sorted(the_list, key=lambda k: int(k.split('_')[1]))",Sort list of strings by integer suffix in python,,,
"sorted(the_list, key=lambda x: int(x.split('_')[1]))",Sort list of strings by integer suffix in python,,,
"[list(g) for _, g in itertools.groupby(test, lambda x: x.split('_')[0])]",How to group similar items in a list?,,,
"[list(g) for _, g in itertools.groupby(test, lambda x: x.partition('_')[0])]",How to group similar items in a list?,,,
driver.get('http://www.google.com'),How do I use the HTMLUnit driver with Selenium from Python?,,,
(datetime.datetime.utcnow() - datetime.timedelta(hours=11)).year,"Using Python's datetime module, can I get the year that UTC-11 is currently in?",,,
"Counter([1, 2, 2, 2, 3]) - Counter([1, 2])",How to find the difference between 3 lists that may have duplicate numbers,,,
"re.sub('<[^>]*>', '', mystring)",How to remove tags from a string in python using regular expressions? (NOT in HTML),,,
data.encode('hex'),How can I unpack binary hex formatted data in Python?,,,
User.objects.filter(userprofile__level__gte=0),How to do a less than or equal to filter in Django queryset?,,,
soup.findAll(id=re.compile('para,How to use Beautiful Soup to find a tag with changing id?,,')),
"soup.select('div[id^=""value_xxx_c_1_f_8_a_""]')",How to use Beautiful Soup to find a tag with changing id?,,,
cleaned_list = [x for x in some_list if x is not thing],How to delete an item in a list if it exists?,,,
var = input('Please enter something: '),user input and commandline arguments,,,
foo.append(4),Add to integers in a list,,,
"foo.append([8, 7])",Add to integers in a list,,,
"x.insert(2, 77)",Add to integers in a list,,,
"plt.savefig('test.png', bbox_inches='tight')",Removing white space around a saved image in matplotlib,,,
(listone + listtwo),concatenate lists,,,
"for item in itertools.chain(listone, listtwo):
    pass",concatenate lists,,,
males = df[(df[Gender] == 'Male') & (df[Year] == 2014)],how do you filter pandas dataframes by multiple columns,,,
print('\\'),How to print backslash with Python?,,,
"df.replace('-', np.nan)",How to replace values with None in Pandas data frame in Python?,,,
"df = df.drop('column_name', 1)",Delete column from pandas DataFrame,,,
"df.drop(df.columns[[0, 1, 3]], axis=1)",Delete column from pandas DataFrame,,,
"df.drop('column_name', axis=1, inplace=True)",Delete column from pandas DataFrame,,,
parser = argparse.ArgumentParser(allow_abbrev=False),Disable abbreviation in argparse,,,
feature3 = [d.get('Feature3') for d in df.dic],Extract dictionary value from column in data frame,,,
"df.loc[gb.groups['foo'], ('A', 'B')]",How to access pandas groupby dataframe by key,,,
"print('[%s, %s, %s]' % (1, 2, 3))",String formatting in Python,,,
"print('[{0}, {1}, {2}]'.format(1, 2, 3))",String formatting in Python,,,
"[v for k, v in list(my_dict.items()) if 'Date' in k]",Accessing Python dict values with the key start characters,,,
"""""""{0.month}/{0.day}/{0.year}"""""".format(my_date)",Python date string formatting,,,
"df.drop(('col1', 'a'), axis=1)",Dropping a single (sub-) column from a MultiIndex,,,
"df.drop('a', level=1, axis=1)",Dropping a single (sub-) column from a MultiIndex,,,
{_key: _value(_key) for _key in _container},Build Dictionary in Python Loop - List and Dictionary Comprehensions,,,
browser.find_element_by_class_name('section-select-all').click(),How to click on the text button using selenium python,,,
"dict((k, d.get(k, '') + d1.get(k, '')) for k in keys)","Python - Combine two dictionaries, concatenate string values?",,,
hash(pformat(a)) == hash(pformat(b)),How to generate unique equal hash for equal dictionaries?,,,
"list(map(tuple, [['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]))",How to convert nested list of lists into a list of tuples in python 3.3?,,,
"df.groupby(['stock', 'same1', 'same2'], as_index=False)['positions'].sum()",Summing across rows of Pandas Dataframe,,,
"df.groupby(['stock', 'same1', 'same2'])['positions'].sum().reset_index()",Summing across rows of Pandas Dataframe,,,
s.upper(),change a string into uppercase,,,
dict(item.split('=') for item in s.split(';')),"Splitting a semicolon-separated string to a dictionary, in Python",,,
"br.addheaders = [('Cookie', 'cookiename=cookie value')]",how to set cookie in python mechanize,,,
df['value'] = df['value'].str[0],How to remove square bracket from pandas dataframe,,,
df['value'] = df['value'].str.get(0),How to remove square bracket from pandas dataframe,,,
df['value'] = df['value'].str.strip('[]'),How to remove square bracket from pandas dataframe,,,
""""""", """""".join(['{}_{}'.format(k, v) for k, v in d.items()])",Python getting a string (key + value) from Python Dictionary,,,
sum(sum(x) for x in lists),Easier way to add multiple list items?,,,
"any(np.equal(a, [1, 2]).all(1))",testing whether a Numpy array contains a given row,,,
len(set(mylist)) == 1,How do I check if all elements in a list are the same?,,,
"[map(int, x.split('\t')) for x in s.rstrip().split('\r\n')]",How to split a string at line breaks in python?,,,
"t = sorted(list(a.items()), key=lambda x: x[1])",Create a hierarchy from a dictionary of lists,,,
"if ('blabla' in open('example.txt').read()):
    pass",Search for string in txt file,,,
"f = open('example.txt')
s = mmap.mmap(f.fileno(), 0, access=mmap.ACCESS_READ)
if (s.find('blabla') != (-1)):
    pass",Search for string in txt file,,,
"datafile = file('example.txt')
found = False
for line in datafile:
    if (blabla in line):
        return True
return False",Search for string in txt file,,,
"string2.replace('', string1)[len(string1):-len(string1)]",Replacing the empty strings in a string,,,
"list(itertools.combinations([1, 2, 3, 4, 5, 6], 2))",getting every possible combination in a list,,,
"""""""x = {}"""""".format(x.decode('utf8')).encode('utf8')",Python 3: How do I get a string literal representation of a byte string?,,,
"isinstance(x, int)",Checking whether a variable is an integer,,,
(type(x) == int),Checking whether a variable is an integer,,,
"winsound.PlaySound('sound.wav', winsound.SND_FILENAME)",Play a Sound with Python,,,
[next(it) for _ in range(n)],How to get the n next values of a generator in a list (python),,,
"list(itertools.islice(it, 0, n, 1))",How to get the n next values of a generator in a list (python),,,
set(a).intersection(b),How can I compare two lists in python and return matches,,,
"[i for i, j in zip(a, b) if i == j]",How can I compare two lists in python and return matches,,,
"print(''.join(map(str, data)))","How to print a list with integers without the brackets, commas and no quotes?",,,
"re.match('\\$[0-9]+[^\\$]*$', '$1 off delicious $5 ham.')",python regex: match a string with only one instance of a character,,,
"importlib.import_module('.c', 'a.b')",How to import a module in Python with importlib.import_module,,,
importlib.import_module('a.b.c'),How to import a module in Python with importlib.import_module,,,
a = np.array(a),how to convert 2d list to 2d numpy array?,,,
"soup.find_all('div', class_=re.compile('comment-'))",Python regular expression for Beautiful Soup,,,
[[] for _ in range(n)],A sequence of empty lists of length n in Python?,,,
"dict((k, globals()[k]) for k in ('foo', 'bar'))",create dictionary from list of variables,,,
MyModel.objects.order_by('?')[:2],How to get two random records with Django,,,
"""""""Hello {user[name]}"""""".format(**{'user': {'name': 'Markus'}})",How to use a dot in Python format strings?,,,
list_dict = {t[0]: t for t in tuple_list},Python: using a dict to speed sorting of a list of tuples,,,
"randint(0, 9)",Generate random integers between 0 and 9,,,
"random.randint(a, b)",Generate random integers between 0 and 9,,,
"print((random.randint(0, 9)))",Generate random integers between 0 and 9,,,
""""""""""""".join(reversed([a[i:i + 2] for i in range(0, len(a), 2)]))",Reverse a string in Python two characters at a time (Network byte order),,,
"pd.pivot_table(df, index=df.index.date, columns=df.index.time, values='Close')",How to transform a time series pandas dataframe using the index attributes?,,,
any(item[2] == 0 for item in items),How to check if all elements of a list matches a condition?,,,
[x for x in items if x[2] == 0],How to check if all elements of a list matches a condition?,,,
"sorted(list(dic.items()), key=lambda x: x[1]['Fisher'], reverse=True)",Python: sorting dictionary of dictionaries,,,
"plt.yscale('log', nonposy='clip')",Logarithmic y-axis bins in python,,,
"map(int, re.findall('\\d+', s))",extract digits in a simple way from a python string,,,
os.listdir('/home/username/www/'),How can I list the contents of a directory in Python?,,,
os.listdir('path'),How can I list the contents of a directory in Python?,,,
"pd.concat([distancesDF, datesDF.dates], axis=1)",How to merge two DataFrames into single matching the column values,,,
[x[0] for x in a],Python How to get every first element in 2 Dimensional List,,,
[i[0] for i in a],Python How to get every first element in 2 Dimensional List,,,
"re.sub('(?<=[a-z])\\r?\\n', ' ', textblock)",Regular expression to remove line breaks,,,
"gzip.open('file.gz', 'rt', encoding='utf-8')",Reading utf-8 characters from a gzip file in python,,,
"set(['a', 'b']).issubset(['b', 'a', 'foo', 'bar'])",Can Python test the membership of multiple values in a list?,,,
"all(x in ['b', 'a', 'foo', 'bar'] for x in ['a', 'b'])",Can Python test the membership of multiple values in a list?,,,
"line.translate(None, '!@#$')",Remove specific characters from a string,,,
"line = re.sub('[!@#$]', '', line)",Remove specific characters from a string,,,
"string.replace('1', '')",Remove specific characters from a string,,,
"a = a.replace(char, '')",Remove specific characters from a string,,,
"a = a.replace(char, '')",Remove specific characters from a string,,,
"line = line.translate(string.maketrans('', ''), '!@#$')",Remove specific characters from a string,,,
"pd.concat([df, pd.get_dummies(df, '', '').astype(int)], axis=1)[order]",How to binarize the values in a pandas DataFrame?,,,
"[3, 4, 1, 2]",Storing a collection of integers in a list,,,
globals()['something'] = 'bob',Is it possible to define global variables in a function in Python,,,
"re.sub('([a-z](?=[A-Z])|[A-Z](?=[A-Z][a-z]))', '\\1 ', text)",I'm looking for a pythonic way to insert a space before capital letters,,,
print('ex\xe1mple'.upper()),How can I convert Unicode to uppercase to print it?,,,
[l.split('\\')[-1] for l in list_dirs],Remove string from list if from substring list,,,
"dict(zip(keys, values))",What's the Pythonic way to combine two sequences into a dictionary?,,,
formatter = logging.Formatter('%(asctime)s;%(levelname)s;%(message)s'),How to Customize the time format for Python logging?,,,
"new_string = re.sub('""(\\d+),(\\d+)""', '\\1.\\2', original_string)",Python Regex replace,,,
subprocess.call('test.sh otherfunc'),Can a python script execute a function inside a bash script?,,,
"subprocess.Popen(['bash', '-c', '. foo.sh; go'])",Can a python script execute a function inside a bash script?,,,
""""""" """""".join(foo.split())",A simple way to remove multiple spaces in a string in Python,,,
list('{0:0b}'.format(8)),How to convert decimal to binary list in python,,,
[int(x) for x in list('{0:0b}'.format(8))],How to convert decimal to binary list in python,,,
[int(x) for x in bin(8)[2:]],How to convert decimal to binary list in python,,,
"dict(zip(my_list, map(my_dictionary.get, my_list)))","Is it possible to take an ordered ""slice"" of a dictionary in Python based on a list of keys?",,,
"numpy.dstack(numpy.meshgrid(x, y)).reshape(-1, 2)",Numpy: cartesian product of x and y array points into single array of 2D points,,,
driver.implicitly_wait(60),Selenium Webdriver - NoSuchElementExceptions,,,
driver.switch_to_frame('frameName'),Selenium Webdriver - NoSuchElementExceptions,,,
time.strftime('{%Y-%m-%d %H:%M:%S}'),Format time string in Python 3.3,,,
"sorted(['14:10:01', '03:12:08'])",How do I sort a Python list of time values?,,,
"re.findall('(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)', x)",Regex for location matching - Python,,,
"df1.groupby(['key', 'year']).size().reset_index()",Pandas: How can I remove duplicate rows from DataFrame and calculate their frequency?,,,
"sorted(list(dictionary.items()), key=operator.itemgetter(1))","How do I iterate over a Python dictionary, ordered by values?",,,
"sorted(iter(d.items()), key=lambda x: x[1])","How do I iterate over a Python dictionary, ordered by values?",,,
"sorted(list(dictionary.items()), key=lambda x: x[1])","How do I iterate over a Python dictionary, ordered by values?",,,
"np.split(a, [-1])",How to split 1D array into 2D array in NumPy by splitting the array at the last element?,,,
"df.pivot(index='order', columns='sample')",Python pandas - grouping by and summarizing on a field,,,
df[(df['A'] > 1) | (df['B'] < -1)],selecting across multiple columns with python pandas?,,,
"[list(a) for a in zip([1, 2, 3], [4, 5, 6], [7, 8, 9])]",Zip with list output instead of tuple,,,
print(df.loc[df['A'] == 'foo']),Select rows from a DataFrame based on values in a column in pandas,,,
df.loc[df['column_name'] != some_value],Select rows from a DataFrame based on values in a column in pandas,,,
df.loc[~df['column_name'].isin(some_values)],Select rows from a DataFrame based on values in a column in pandas,,,
df.loc[df['column_name'] == some_value],Select rows from a DataFrame based on values in a column in pandas,,,
"print(df.loc[df['B'].isin(['one', 'three'])])",Select rows from a DataFrame based on values in a column in pandas,,,
""""""""""""".join(map(lambda x: x * 7, 'map'))",How to repeat individual characters in strings in Python,,,
os.rmdir(),Delete a file or folder,,,
"shutil.rmtree(path, ignore_errors=False, onerror=None)",Delete a file or folder,,,
os.removedirs(name),Delete a file or folder,,,
"df.loc[len(df)] = ['8/19/2014', 'Jun', 'Fly', '98765']",How to add an extra row to a pandas dataframe,,,
glob.glob('*'),listing files from a directory using glob python,,,
glob.glob('[!hello]*.txt'),listing files from a directory using glob python,,,
glob.glob('hello*.txt'),listing files from a directory using glob python,,,
eval('20<30'),test a boolean expression in a Python string,,,
new_list = [x[:] for x in old_list],Python copy a list of lists,,,
"""""""{:.50f}"""""".format(float(a[0] / a[1]))",Convert scientific notation to decimal - python,,,
df.to_sparse(0),How to remove 0's converting pandas dataframe to record,,,
print([obj.attr for obj in my_list_of_objs]),python - readable list of objects,,,
sum(1 if d['success'] else 0 for d in s),get count of values associated with key in dict python,,,
sum(d['success'] for d in s),get count of values associated with key in dict python,,,
imp.find_module('os')[1],get path from a module name,,,
(bool(a) != bool(b)),get the logical xor of two variables,,,
((a and (not b)) or ((not a) and b)),get the logical xor of two variables,,,
(bool(a) ^ bool(b)),get the logical xor of two variables,,,
"xor(bool(a), bool(b))",get the logical xor of two variables,,,
return (bool(str1) ^ bool(str2)),get the logical xor of two variables,,,
my_list.sort(key=operator.itemgetter('name')),How to alphabetically sort array of dictionaries on single key?,,,
"re.split('\\s*,\\s*|\\s*;\\s*', 'a , b; cdf')",Python: Split string by list of separators,,,
"[t.strip() for s in string.split(',') for t in s.split(';')]",Python: Split string by list of separators,,,
"f = lambda x, y: x + y",lambda in python,,,
instancelist = [MyClass() for i in range(29)],Creating a list of objects in Python,,,
"{f[i + 1]: [f[i], f[i + 2]] for i in range(0, len(f), 3)}",Python 2.7: making a dictionary object from a specially-formatted list object,,,
"struct.unpack('>q', s)[0]",Shortest way to convert these bytes to int in python?,,,
"pd.concat([students, pd.DataFrame(marks)], axis=1)",How can I concatenate a Series onto a DataFrame with Pandas?,,,
alist.sort(key=lambda x: x.foo),Custom Python list sorting,,,
soup.select('div[id,How to get only div with id ending with a certain value in Beautiful Soup?,,Err:507,
"linsolve(Matrix(([1, 1, 1, 1], [1, 1, 2, 3])), (x, y, z))",How can I solve system of linear equations in SymPy?,,,
"{k: bigdict[k] for k in list(bigdict.keys()) & {'l', 'm', 'n'}}",best way to extract subset of key-value pairs from python dictionary object,,,
"dict((k, bigdict[k]) for k in ('l', 'm', 'n'))",best way to extract subset of key-value pairs from python dictionary object,,,
"{k: bigdict.get(k, None) for k in ('l', 'm', 'n')}",best way to extract subset of key-value pairs from python dictionary object,,,
"{k: bigdict[k] for k in ('l', 'm', 'n')}",best way to extract subset of key-value pairs from python dictionary object,,,
driver.page_source,Get contents of entire page using Selenium,,,
"data[:, ([1, 9])]",Extracting specific columns in numpy array,,,
"re.sub('\\[.*?\\]', '', 'abcd[e]yth[ac]ytwec')",Remove string between 2 characters from text string,,,
root.geometry('500x500'),How can I resize the root window in Tkinter?,,,
"re.findall('\\b(?:b+a)+b+\\b', mystring)",How to capture the entire string while using 'lookaround' with chars in regex?,,,
str_list = [tuple('{0:.8e}'.format(flt) for flt in sublist) for sublist in lst],"in Python, how to convert list of float numbers to string with certain format?",,,
str_list = [['{0:.8e}'.format(flt) for flt in sublist] for sublist in lst],"in Python, how to convert list of float numbers to string with certain format?",,,
t = tuple(x[0] for x in s),Getting the first elements per row in an array in Python?,,,
datetime.datetime.now().strftime('%a'),How to obtain the day of the week in a 3 letter format from a datetime object in python?,,,
ord('a'),"get the <a href=""http://en.wikipedia.org/wiki/ASCII"" rel=""nofollow noreferrer"">ASCII</a> value of a character as an int",,,
ord('\u3042'),"get the <a href=""http://en.wikipedia.org/wiki/ASCII"" rel=""nofollow noreferrer"">ASCII</a> value of a character as an int",,,
ord(),"get the <a href=""http://en.wikipedia.org/wiki/ASCII"" rel=""nofollow noreferrer"">ASCII</a> value of a character as an int",,,
json.load(u),decode JSON,,,
"yourdf.drop(['columnheading1', 'columnheading2'], axis=1, inplace=True)",Deleting mulitple columns in Pandas,,,
"[s.strip() for s in input().split(',')]",How to read formatted input in python?,,,
[int(d) for d in str(bin(x))[2:]],Convert binary to list of digits Python,,,
max(len(word) for word in i),How to get a max string length in nested lists,,,
"len(max(i, key=len))",How to get a max string length in nested lists,,,
os.system(my_cmd),Python: How to Redirect Output with Subprocess?,,,
mylist.sort(key=lambda x: x.lower()),How do I sort a list of strings in Python?,,,
mylist.sort(key=str.lower),How do I sort a list of strings in Python?,,,
mylist.sort(),How do I sort a list of strings in Python?,,,
list.sort(),How do I sort a list of strings in Python?,,,
"df.set_index(['Company', 'date'], inplace=True)",set multi index of an existing data frame in pandas,,,
"getattr(your_obj, x)",How can I use a string with the same name of an object in Python to access the object itself?,,,
"s.split(' ', 1)[1]",Remove the first word in a Python string?,,,
workbook = xlsxwriter.Workbook('app/smth1/smth2/Expenses01.xlsx'),How to save Xlsxwriter file in certain path?,,,
workbook = xlsxwriter.Workbook('C:/Users/Steven/Documents/demo.xlsx'),How to save Xlsxwriter file in certain path?,,,
"pyplot.legend(loc=2, fontsize='x-small')",How to change legend size with matplotlib.pyplot,,,
"plot.legend(loc=2, prop={'size': 6})",How to change legend size with matplotlib.pyplot,,,
"[l[i:i + n] for i in range(0, len(l), n)]",How do you split a list into evenly sized chunks?,,,
"[l[i:i + n] for i in range(0, len(l), n)]",How do you split a list into evenly sized chunks?,,,
df['a'].str.contains('-'),How to check if character exists in DataFrame cell,,,
"re.sub(""[^\\w' ]"", '', ""doesn't this mean it -technically- works?"")",Python Regex - Remove special characters but preserve apostraphes,,,
"print(re.findall('\\d+', '\n'.join(re.findall('\xab([\\s\\S]*?)\xbb', text))))",find all digits between a character in python,,,
"monthly_mean.reset_index().plot(x='index', y='A')",Use index in pandas to plot data,,,
"subprocess.check_output('echo ""foo""', shell=True)",How to get data from command line from within a Python program?,,,
[x.encode('UTF8') for x in EmployeeList],Easy way to convert a unicode list to a list containing python strings?,,,
"pandas.concat([df['foo'].dropna(), df['bar'].dropna()]).reindex_like(df)",pandas: combine two columns in a DataFrame,,,
list(range(9)),How can I generate a list of consecutive numbers?,,,
""""""""""""".join(chr(i) for i in myintegers)","How to make a Python string out of non-ascii ""bytes""",,,
"super(Executive, self).__init__(*args)",Using inheritance in python,,,
[item for item in my_sequence if item != 'item'],Removing items from unnamed lists in Python,,,
random.choice(foo),randomly select an item from a list,,,
"set(['a', 'b']).issubset(['a', 'b', 'c'])",Python Check if all of the following items is in a list,,,
"set(['a', 'b']).issubset(set(l))",Python Check if all of the following items is in a list,,,
"p = Popen(['grep', 'f'], stdout=PIPE, stdin=PIPE, stderr=STDOUT)
grep_stdout = p.communicate(input='one\ntwo\nthree\nfour\nfive\nsix\n')[0]",pass a string into subprocess.Popen,,,
"p = subprocess.Popen(['grep', 'f'], stdout=subprocess.PIPE, stdin=subprocess.PIPE)
p.stdin.write('one\ntwo\nthree\nfour\nfive\nsix\n')
p.communicate()[0]
p.stdin.close()",pass a string into subprocess.Popen,,,
[list(t) for t in zip(*list_of_tuples)],Most pythonic way to convert a list of tuples,,,
zip(*list_of_tuples),Most pythonic way to convert a list of tuples,,,
"pd.merge(y, x, on='k')[['a', 'b', 'y']]",simple/efficient way to expand a pandas dataframe,,,
"[item.strip() for item in my_string.split(',')]",Splitting string and removing whitespace Python,,,
print((obj.__dict__)),Get all object attributes,,,
dir(),Get all object attributes,,,
dir(),Get all object attributes,,,
window.set_position(Gtk.WindowPosition.CENTER),How to center a window with PyGObject,,,
"plt.rc('font', **{'size': '30'})",how to change the size of the sci notation above the y axis in matplotlib?,,,
df.isnull().values.any(),Python pandas: check if any value is NaN in DataFrame,,,
some_func(*params),Python - use list as function parameters,,,
urllib.parse.unquote(h.path.encode('utf-8')).decode('utf-8'),How to decode encodeURIComponent in GAE (python)?,,,
(trace_df['ratio'] > 0).mean(),Percentage match in pandas Dataframe,,,
emaillist = '\n'.join(item[0] for item in queryresult),How to convert a tuple to a string in Python?,,,
[item[0] for item in queryresult],How to convert a tuple to a string in Python?,,,
emaillist = '\n'.join([item[0] for item in queryresult]),How to convert a tuple to a string in Python?,,,
"print(('focus object class:', window2.focus_get().__class__))",Python get focused entry name,,,
a = [0] * 10000,How to declare an array in python,,,
"print(' '.join(sorted(set(words), key=words.index)))",How can I remove duplicate words in a string with Python?,,,
"random.sample(range(1, 50), 6)",How to generate random numbers that are different?,,,
"random.sample(range(1, 50), 6)",How to generate random numbers that are different?,,,
"{k.lower(): v.lower() for k, v in list({'My Key': 'My Value'}.items())}",Dictionary to lowercase in Python,,,
"dict((k.lower(), v) for k, v in {'My Key': 'My Value'}.items())",Dictionary to lowercase in Python,,,
"dict((k.lower(), v.lower()) for k, v in {'My Key': 'My Value'}.items())",Dictionary to lowercase in Python,,,
[sorted(item) for item in data],sorting list of list in python,,,
"names = list(map(lambda x: x[0], cursor.description))",Is there a way to get a list of column names in sqlite?,,,
os.path.abspath(__file__),finding out absolute path to a file from python,,,
"sorted(matrix, key=itemgetter(1))",how to sort 2d array by row in python?,,,
"[index for index, letter in enumerate(word) if letter == 'e']",Finding index of the same elements in a list,,,
print(str(x).decode('raw_unicode_escape')),How to print container object with unicode-containing values?,,,
"re.findall('\\w', 'abcdefg')",Python regular expressions - how to capture multiple groups from a wildcard expression?,,,
os.path.isfile(fname),check whether a file exists,,,
"my_file = Path('/path/to/file')
if my_file.is_file():
    pass",check whether a file exists,,,
os.path.exists(file_path),check whether a file exists,,,
print(os.path.isfile('/etc/password.txt')),check whether a file exists,,,
print(os.path.isfile('/etc')),check whether a file exists,,,
print(os.path.exists('/does/not/exist')),check whether a file exists,,,
print(os.path.isfile('/does/not/exist')),check whether a file exists,,,
print(os.path.exists('/etc')),check whether a file exists,,,
print(os.path.exists('/etc/password.txt')),check whether a file exists,,,
"""""""a;bcd,ef g"""""".replace(';', ' ').replace(',', ' ').split()",Split Strings with Multiple Delimiters?,,,
list(i for i in range(3)),"Why can you loop through an implicit tuple in a for loop, but not a comprehension in Python?",,,
writer.writeheader(),Pythonically add header to a csv file,,,
"[(a, b, c) for a, (b, c) in l]",How to flatten a tuple in python,,,
"""""""0x{0:08X}"""""".format(3652458)",Python - how to convert int to string represent a 32bit Hex number,,,
"[(v, k) for k, v in list(d.items())]",How can I convert a Python dictionary to a list of tuples?,,,
"[(v, k) for k, v in d.items()]",How can I convert a Python dictionary to a list of tuples?,,,
"[(v, k) for k, v in a.items()]",How can I convert a Python dictionary to a list of tuples?,,,
"[(k, v) for k, v in a.items()]",How can I convert a Python dictionary to a list of tuples?,,,
"[int(x, 16) for x in ['BB', 'A7', 'F6', '9E']]",What's the easiest way to convert a list of hex byte strings to a list of hex integers?,,,
"[int(x, 16) for x in L]",What's the easiest way to convert a list of hex byte strings to a list of hex integers?,,,
"var1, var2 = input('Enter two numbers here: ').split()",Two values from one input in python?,,,
Test.objects.filter(actions__contains=[{'fixed_key_1': 'foo2'}]),Django filter JSONField list of dicts,,,
"itertools.product(list(range(2)), repeat=4)",Is there a cleaner way to iterate through all binary 4-tuples?,,,
(datetime.now() - timedelta(1)).strftime('%Y-%m-%d'),Python - Get Yesterday's date as a string in YYYY-MM-DD format,,,
"np.dot([1, 0, 0, 1, 0, 0], [[0, 1], [1, 1], [1, 0], [1, 0], [1, 1], [0, 1]])",Python 3: Multiply a vector by a matrix without NumPy,,,
"df['date'] = pd.to_datetime(df['date'], format='%d%b%Y')",Parse_dates in Pandas,,,
"sys.path.insert(0, '/path/to/application/app/folder')
import file",Importing files from different folder,,,
"x.reset_index().merge(y, how='left', on='state', sort=False).sort('index')",How can a pandas merge preserve order?,,,
"json.loads(request.POST.get('mydata', '{}'))",How can i create the empty json object in python,,,
"list(zip(*((iter([1, 2, 3, 4, 5, 6, 7, 8, 9]),) * 3)))",Slicing a list into a list of sub-lists,,,
"list(grouper(2, [1, 2, 3, 4, 5, 6, 7]))",Slicing a list into a list of sub-lists,,,
"[input[i:i + n] for i in range(0, len(input), n)]",Slicing a list into a list of sub-lists,,,
"keys.sort(key=lambda x: map(int, x.split('.')))",Sorting numbers in string format with Python,,,
keys.sort(key=lambda x: [int(y) for y in x.split('.')]),Sorting numbers in string format with Python,,,
"img.transpose(2, 0, 1).reshape(3, -1)",numpy with python: convert 3d array to 2d,,,
"df['BrandName'].replace(['ABC', 'AB'], 'A')",Replacing few values in a pandas dataframe column with another value,,,
"df['BrandName'] = df['BrandName'].replace(['ABC', 'AB'], 'A')",Replacing few values in a pandas dataframe column with another value,,,
"df.sub(df.mean(axis=1), axis=0)",Pandas: Subtract row mean from each element in row,,,
""""""""""""".join([i for i in s if i.isalpha()])","Python, remove all non-alphabet chars from string",,,
l = (int(x) for x in s.split()),How to split a string into integers in Python?,,,
"""""""42 0"""""".split()",How to split a string into integers in Python?,,,
"map(int, '42 0'.split())",How to split a string into integers in Python?,,,
"[i for i, elem in enumerate(bool_list, 1) if elem]",Get the indexes of truthy elements of a boolean list as a list/tuple,,,
data.groupby(data['date'].map(lambda x: x.year)),How to group pandas DataFrame entries by date in a non-unique column,,,
"np.in1d(b, a).nonzero()[0]",Getting the indices of several elements in a NumPy array at once,,,
"time.strftime('%l:%M%p %z on %b %d, %Y')","In Python, how to display current time in readable format",,,
"ax.set_xticklabels(ax.xaxis.get_majorticklabels(), rotation=45)",Rotate axis text in python matplotlib,,,
""""""""""""".join(['x', 'x', 'x'])",How does python do string magic?,,,
"x[(np.arange(x.shape[0]) != 1), :, :]",Array indexing in numpy,,,
print(item['name']),How do I pull a recurring key from a JSON?,,,
result = sys.stdin.read(),Read a File from redirected stdin with python,,,
""""""""""""".join(soup.findAll(text=True))",How to get the content of a Html page in Python,,,
data[data['Value'] == True],Extracting all rows from pandas Dataframe that have certain value in a specific column,,,
""""""""""""".join(set(foo))",Removing duplicate characters from a string,,,
"sorted(Profile.objects.all(), key=lambda p: p.reputation)",how to sort by a computed value in django,,,
df.values.flatten(),python pandas flatten a dataframe to a list,,,
users.sort(key=lambda x: order.index(x['id'])),how do I sort a python list of dictionaries given a list of ids with the desired order?,,,
users.sort(key=lambda x: order.index(x['id'])),how do I sort a python list of dictionaries given a list of ids with the desired order?,,,
"r = requests.get('<MY_URI>', headers={'Authorization': 'TOK:<MY_TOKEN>'})",Python requests library how to pass Authorization header with single token,,,
"print('""Hello,\\nworld!""'.decode('string_escape'))",How do I un-escape a backslash-escaped string in python?,,,
"re.findall('a*?bc*?', 'aabcc', re.DOTALL)",Can I have a non-greedy regex with dotall?,,,
a.shape[1],python/numpy: how to get 2D array column length?,,,
"d.apply(lambda row: min([row['A'], row['B']]) - row['C'], axis=1)",Adding calculated column(s) to a dataframe in pandas,,,
"""""""abcdabcva"""""".count('ab')",Count number of occurrences of a given substring in a string,,,
[d['key'] for d in l if 'key' in d],Get a list of values from a list of dictionaries in python,,,
[d['key'] for d in l],Get a list of values from a list of dictionaries in python,,,
[d['key'] for d in l],Get a list of values from a list of dictionaries in python,,,
l1.sort(key=lambda x: int(x[0])),How to order a list of lists by the first value,,,
"sorted([[1, 'mike'], [1, 'bob']])",How to order a list of lists by the first value,,,
